Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
2937,05-05-2020 2.00,05-02-2020 8.00,03-05-2020 2.59,Delhi,410,ARSON,74,M,Explosives,Fire Accident,17,Yes,28-06-2020 2.00
2938,02-05-2020 21.00,05-02-2020 9.00,02-05-2020 12.42,Faridabad,155,VANDALISM,63,F,Blunt Object,Other Crime,6,No,
2939,03-05-2020 9.00,05-02-2020 10.00,02-05-2020 11.40,Vasai,444,IDENTITY THEFT,32,M,None,Violent Crime,13,Yes,20-05-2020 9.00
2940,03-05-2020 19.00,05-02-2020 11.00,03-05-2020 6.40,Kolkata,363,DRUG OFFENSE,66,F,Blunt Object,Other Crime,17,No,
2941,03-05-2020 22.00,05-02-2020 12.00,03-05-2020 1.49,Delhi,381,SEXUAL ASSAULT,17,M,Firearm,Violent Crime,16,Yes,05-03-2022 22.00
2942,05-05-2020 0.00,05-02-2020 13.00,03-05-2020 12.32,Bangalore,484,BURGLARY,43,M,Firearm,Other Crime,3,Yes,11-07-2020 0.00
2943,03-05-2020 1.00,05-02-2020 14.00,03-05-2020 13.43,Bangalore,386,BURGLARY,20,F,Blunt Object,Other Crime,6,No,
2944,04-05-2020 0.00,05-02-2020 15.00,02-05-2020 20.44,Jaipur,431,ASSAULT,40,F,None,Violent Crime,15,Yes,19-06-2020 0.00
2945,04-05-2020 2.00,05-02-2020 16.00,03-05-2020 10.55,Bhopal,547,VEHICLE - STOLEN,31,M,Blunt Object,Violent Crime,16,No,
2946,02-05-2020 23.00,05-02-2020 17.00,03-05-2020 4.14,Jaipur,260,VEHICLE - STOLEN,23,F,None,Violent Crime,5,No,
2947,04-05-2020 15.00,05-02-2020 18.00,03-05-2020 11.55,Srinagar,252,FIREARM OFFENSE,78,F,Explosives,Fire Accident,19,No,
2948,05-05-2020 1.00,05-02-2020 19.00,03-05-2020 10.22,Kolkata,451,ILLEGAL POSSESSION,14,M,Knife,Other Crime,17,Yes,07-07-2020 1.00
2949,03-05-2020 17.00,05-02-2020 20.00,02-05-2020 20.31,Ahmedabad,219,IDENTITY THEFT,10,M,Firearm,Violent Crime,5,No,
2950,04-05-2020 21.00,05-02-2020 21.00,02-05-2020 23.41,Visakhapatnam,362,VEHICLE - STOLEN,75,F,Blunt Object,Violent Crime,5,Yes,14-06-2020 21.00
2951,03-05-2020 20.00,05-02-2020 22.00,03-05-2020 21.35,Mumbai,448,FIREARM OFFENSE,70,F,None,Fire Accident,8,Yes,10-05-2020 20.00
2952,04-05-2020 9.00,05-02-2020 23.00,03-05-2020 11.33,Surat,426,DRUG OFFENSE,75,F,Other,Other Crime,1,No,
2953,04-05-2020 20.00,05-03-2020 0.00,03-05-2020 20.21,Pune,302,FIREARM OFFENSE,75,F,Explosives,Fire Accident,3,Yes,08-06-2020 20.00
2954,05-05-2020 10.00,05-03-2020 1.00,04-05-2020 0.11,Thane,594,PUBLIC INTOXICATION,61,M,Blunt Object,Other Crime,6,Yes,10-05-2020 10.00
2955,05-05-2020 2.00,05-03-2020 2.00,04-05-2020 0.34,Bhopal,542,TRAFFIC VIOLATION,43,F,Explosives,Traffic Fatality,9,Yes,02-06-2020 2.00
2956,04-05-2020 23.00,05-03-2020 3.00,04-05-2020 1.23,Srinagar,136,FRAUD,29,F,Explosives,Other Crime,13,No,
2957,03-05-2020 8.00,05-03-2020 4.00,03-05-2020 12.03,Patna,514,CYBERCRIME,69,F,None,Other Crime,12,Yes,28-07-2020 8.00
2958,04-05-2020 20.00,05-03-2020 5.00,03-05-2020 18.57,Bhopal,562,FRAUD,36,F,Firearm,Other Crime,1,Yes,04-07-2020 20.00
2959,03-05-2020 19.00,05-03-2020 6.00,03-05-2020 20.03,Bangalore,387,COUNTERFEITING,62,F,Other,Other Crime,8,No,
2960,03-05-2020 15.00,05-03-2020 7.00,04-05-2020 1.59,Nagpur,226,BURGLARY,68,F,Firearm,Other Crime,1,Yes,03-10-2020 15.00
2961,04-05-2020 22.00,05-03-2020 8.00,03-05-2020 14.30,Mumbai,184,COUNTERFEITING,36,F,None,Other Crime,4,No,
2962,03-05-2020 16.00,05-03-2020 9.00,04-05-2020 7.14,Nashik,237,HOMICIDE,21,F,None,Other Crime,14,Yes,09-09-2021 16.00
2963,05-05-2020 8.00,05-03-2020 10.00,04-05-2020 3.00,Delhi,473,ILLEGAL POSSESSION,37,M,Other,Other Crime,2,Yes,04-06-2020 8.00
2964,03-05-2020 12.00,05-03-2020 11.00,04-05-2020 6.57,Delhi,428,ILLEGAL POSSESSION,75,M,Blunt Object,Other Crime,13,No,
2965,05-05-2020 6.00,05-03-2020 12.00,03-05-2020 15.41,Lucknow,295,SEXUAL ASSAULT,35,F,Poison,Violent Crime,10,Yes,06-01-2021 6.00
2966,04-05-2020 20.00,05-03-2020 13.00,04-05-2020 3.39,Kolkata,456,ARSON,76,F,Other,Fire Accident,1,Yes,24-06-2020 20.00
2967,04-05-2020 16.00,05-03-2020 14.00,04-05-2020 10.43,Agra,254,ASSAULT,22,M,Poison,Violent Crime,11,No,
2968,05-05-2020 2.00,05-03-2020 15.00,04-05-2020 11.24,Ahmedabad,462,ARSON,70,M,Other,Fire Accident,9,No,
2969,04-05-2020 9.00,05-03-2020 16.00,03-05-2020 21.09,Ahmedabad,338,FRAUD,14,F,Knife,Other Crime,14,Yes,19-07-2020 9.00
2970,06-05-2020 9.00,05-03-2020 17.00,04-05-2020 12.35,Ahmedabad,377,ROBBERY,11,F,None,Violent Crime,8,Yes,01-10-2020 9.00
2971,05-05-2020 12.00,05-03-2020 18.00,04-05-2020 15.13,Pune,193,SEXUAL ASSAULT,47,F,Poison,Violent Crime,17,No,
2972,05-05-2020 9.00,05-03-2020 19.00,04-05-2020 0.16,Kalyan,246,SEXUAL ASSAULT,39,F,Knife,Violent Crime,10,No,
2973,05-05-2020 23.00,05-03-2020 20.00,04-05-2020 8.58,Surat,550,EXTORTION,61,F,Explosives,Other Crime,9,Yes,22-07-2020 23.00
2974,06-05-2020 18.00,05-03-2020 21.00,04-05-2020 2.31,Chennai,300,ILLEGAL POSSESSION,47,F,None,Other Crime,9,No,
2975,06-05-2020 10.00,05-03-2020 22.00,04-05-2020 6.02,Hyderabad,458,SEXUAL ASSAULT,26,M,None,Violent Crime,2,No,
2976,05-05-2020 6.00,05-03-2020 23.00,04-05-2020 4.02,Hyderabad,589,IDENTITY THEFT,30,F,Firearm,Violent Crime,7,No,
2977,05-05-2020 15.00,05-04-2020 0.00,04-05-2020 19.28,Delhi,268,SHOPLIFTING,52,F,Firearm,Other Crime,18,Yes,08-07-2020 15.00
2978,06-05-2020 11.00,05-04-2020 1.00,04-05-2020 15.47,Delhi,551,COUNTERFEITING,29,M,Firearm,Other Crime,14,Yes,19-07-2020 11.00
2979,05-05-2020 9.00,05-04-2020 2.00,04-05-2020 13.04,Visakhapatnam,367,ARSON,15,F,Blunt Object,Fire Accident,7,Yes,30-07-2020 9.00
2980,05-05-2020 8.00,05-04-2020 3.00,04-05-2020 16.18,Mumbai,230,IDENTITY THEFT,11,F,Other,Violent Crime,8,Yes,31-05-2020 8.00
2981,05-05-2020 9.00,05-04-2020 4.00,05-05-2020 1.53,Pune,317,CYBERCRIME,14,M,None,Other Crime,13,Yes,27-07-2020 9.00
2982,06-05-2020 21.00,05-04-2020 5.00,04-05-2020 21.35,Delhi,388,SHOPLIFTING,34,F,Explosives,Other Crime,2,Yes,31-07-2020 21.00
2983,07-05-2020 3.00,05-04-2020 6.00,04-05-2020 20.04,Chennai,565,SHOPLIFTING,67,M,Firearm,Other Crime,6,Yes,20-07-2020 3.00
2984,06-05-2020 4.00,05-04-2020 7.00,05-05-2020 5.25,Visakhapatnam,143,SEXUAL ASSAULT,76,F,Blunt Object,Violent Crime,15,Yes,09-04-2021 4.00
2985,05-05-2020 17.00,05-04-2020 8.00,04-05-2020 17.28,Hyderabad,315,DOMESTIC VIOLENCE,47,F,Explosives,Violent Crime,9,Yes,08-07-2020 17.00
2986,04-05-2020 17.00,05-04-2020 9.00,04-05-2020 16.37,Visakhapatnam,470,COUNTERFEITING,23,M,Poison,Other Crime,13,Yes,22-06-2020 17.00
2987,05-05-2020 16.00,05-04-2020 10.00,04-05-2020 20.28,Ahmedabad,420,VEHICLE - STOLEN,53,M,Firearm,Violent Crime,13,No,
2988,06-05-2020 0.00,05-04-2020 11.00,05-05-2020 0.11,Lucknow,185,FRAUD,15,F,Poison,Other Crime,6,Yes,17-05-2020 0.00
2989,05-05-2020 4.00,05-04-2020 12.00,05-05-2020 4.25,Nagpur,138,SEXUAL ASSAULT,50,M,Firearm,Violent Crime,7,No,
2990,05-05-2020 8.00,05-04-2020 13.00,05-05-2020 5.20,Lucknow,149,CYBERCRIME,50,M,Firearm,Other Crime,8,No,
2991,07-05-2020 9.00,05-04-2020 14.00,05-05-2020 4.55,Surat,443,VANDALISM,39,F,None,Other Crime,2,No,
2992,07-05-2020 1.00,05-04-2020 15.00,04-05-2020 22.41,Rajkot,244,HOMICIDE,45,F,Knife,Other Crime,8,No,
2993,05-05-2020 21.00,05-04-2020 16.00,04-05-2020 17.51,Ahmedabad,393,SHOPLIFTING,50,F,Knife,Other Crime,10,Yes,02-08-2020 21.00
2994,05-05-2020 2.00,05-04-2020 17.00,05-05-2020 15.11,Delhi,142,DOMESTIC VIOLENCE,18,F,Knife,Violent Crime,2,No,
2995,06-05-2020 19.00,05-04-2020 18.00,05-05-2020 10.37,Varanasi,478,FRAUD,22,F,Blunt Object,Other Crime,3,No,
2996,06-05-2020 11.00,05-04-2020 19.00,05-05-2020 12.14,Meerut,434,COUNTERFEITING,55,M,None,Other Crime,6,No,
2997,07-05-2020 11.00,05-04-2020 20.00,05-05-2020 14.35,Agra,281,ARSON,24,M,Blunt Object,Fire Accident,6,Yes,20-07-2020 11.00
2998,06-05-2020 13.00,05-04-2020 21.00,05-05-2020 4.52,Jaipur,453,BURGLARY,42,F,Firearm,Other Crime,1,Yes,11-08-2020 13.00
2999,06-05-2020 23.00,05-04-2020 22.00,04-05-2020 22.58,Nagpur,446,VANDALISM,22,F,Other,Other Crime,8,Yes,05-07-2020 23.00
3000,07-05-2020 9.00,05-04-2020 23.00,05-05-2020 12.27,Agra,153,DOMESTIC VIOLENCE,27,M,Poison,Violent Crime,19,No,
3001,05-05-2020 3.00,05-05-2020 0.00,05-05-2020 15.07,Delhi,444,EXTORTION,74,F,Firearm,Other Crime,4,No,
3002,05-05-2020 7.00,05-05-2020 1.00,05-05-2020 15.56,Meerut,242,COUNTERFEITING,70,F,Poison,Other Crime,16,Yes,03-06-2020 7.00
3003,06-05-2020 8.00,05-05-2020 2.00,05-05-2020 21.22,Agra,387,SHOPLIFTING,63,F,Firearm,Other Crime,11,No,
3004,05-05-2020 8.00,05-05-2020 3.00,05-05-2020 8.03,Bangalore,149,SEXUAL ASSAULT,47,F,Poison,Violent Crime,10,No,
3005,07-05-2020 12.00,05-05-2020 4.00,05-05-2020 5.58,Ahmedabad,152,ROBBERY,10,F,None,Violent Crime,12,Yes,31-10-2020 12.00
3006,07-05-2020 15.00,05-05-2020 5.00,05-05-2020 11.00,Bangalore,596,CYBERCRIME,18,M,Firearm,Other Crime,1,No,
3007,07-05-2020 21.00,05-05-2020 6.00,06-05-2020 2.47,Mumbai,335,HOMICIDE,22,F,Blunt Object,Other Crime,14,No,
3008,06-05-2020 21.00,05-05-2020 7.00,06-05-2020 0.07,Ahmedabad,208,CYBERCRIME,14,F,Other,Other Crime,17,No,
3009,05-05-2020 12.00,05-05-2020 8.00,05-05-2020 15.55,Kolkata,404,PUBLIC INTOXICATION,75,F,None,Other Crime,2,Yes,11-05-2020 12.00
3010,05-05-2020 10.00,05-05-2020 9.00,05-05-2020 9.03,Delhi,143,COUNTERFEITING,52,F,Poison,Other Crime,14,No,
3011,07-05-2020 19.00,05-05-2020 10.00,06-05-2020 8.41,Bangalore,205,EXTORTION,65,F,Other,Other Crime,10,No,
3012,05-05-2020 19.00,05-05-2020 11.00,05-05-2020 15.39,Hyderabad,245,DOMESTIC VIOLENCE,44,M,Firearm,Violent Crime,15,No,
3013,06-05-2020 2.00,05-05-2020 12.00,05-05-2020 19.46,Ghaziabad,137,EXTORTION,74,F,None,Other Crime,16,Yes,20-07-2020 2.00
3014,07-05-2020 8.00,05-05-2020 13.00,06-05-2020 11.01,Agra,126,SHOPLIFTING,36,M,Blunt Object,Other Crime,15,No,
3015,05-05-2020 20.00,05-05-2020 14.00,05-05-2020 15.57,Faridabad,592,COUNTERFEITING,76,F,Other,Other Crime,19,Yes,09-07-2020 20.00
3016,05-05-2020 18.00,05-05-2020 15.00,06-05-2020 5.50,Bangalore,159,FIREARM OFFENSE,66,M,Other,Fire Accident,15,Yes,30-06-2020 18.00
3017,06-05-2020 11.00,05-05-2020 16.00,05-05-2020 18.40,Delhi,486,DRUG OFFENSE,30,F,Explosives,Other Crime,8,No,
3018,06-05-2020 1.00,05-05-2020 17.00,06-05-2020 4.20,Kolkata,249,DOMESTIC VIOLENCE,24,F,Blunt Object,Violent Crime,14,No,
3019,06-05-2020 0.00,05-05-2020 18.00,06-05-2020 5.31,Nagpur,537,SEXUAL ASSAULT,25,F,Other,Violent Crime,13,No,
3020,07-05-2020 1.00,05-05-2020 19.00,06-05-2020 11.15,Delhi,550,FIREARM OFFENSE,73,F,Explosives,Fire Accident,11,No,
3021,06-05-2020 11.00,05-05-2020 20.00,06-05-2020 8.40,Patna,448,CYBERCRIME,39,M,Knife,Other Crime,8,No,
3022,06-05-2020 3.00,05-05-2020 21.00,05-05-2020 22.43,Mumbai,109,ROBBERY,48,M,Blunt Object,Violent Crime,12,No,
3023,08-05-2020 2.00,05-05-2020 22.00,06-05-2020 5.30,Chennai,570,ARSON,69,F,Firearm,Fire Accident,10,No,
3024,07-05-2020 1.00,05-05-2020 23.00,06-05-2020 0.21,Ahmedabad,256,CYBERCRIME,22,M,Poison,Other Crime,13,No,
3025,07-05-2020 17.00,05-06-2020 0.00,06-05-2020 11.00,Chennai,393,HOMICIDE,66,F,Poison,Other Crime,8,Yes,08-11-2020 17.00
3026,07-05-2020 9.00,05-06-2020 1.00,06-05-2020 7.20,Kalyan,155,DOMESTIC VIOLENCE,44,F,Poison,Violent Crime,8,No,
3027,07-05-2020 10.00,05-06-2020 2.00,06-05-2020 8.45,Delhi,303,SHOPLIFTING,19,F,Firearm,Other Crime,8,No,
3028,08-05-2020 7.00,05-06-2020 3.00,06-05-2020 14.01,Kolkata,278,SEXUAL ASSAULT,42,M,Explosives,Violent Crime,1,Yes,01-05-2022 7.00
3029,07-05-2020 15.00,05-06-2020 4.00,06-05-2020 17.24,Chennai,501,KIDNAPPING,16,F,Blunt Object,Other Crime,14,No,
3030,08-05-2020 17.00,05-06-2020 5.00,07-05-2020 0.56,Ahmedabad,502,IDENTITY THEFT,57,M,None,Violent Crime,8,Yes,18-06-2020 17.00
3031,08-05-2020 14.00,05-06-2020 6.00,07-05-2020 1.45,Surat,442,SEXUAL ASSAULT,47,F,Other,Violent Crime,17,Yes,21-01-2021 14.00
3032,09-05-2020 3.00,05-06-2020 7.00,07-05-2020 3.09,Delhi,278,VEHICLE - STOLEN,72,F,Blunt Object,Violent Crime,17,Yes,16-06-2020 3.00
3033,07-05-2020 5.00,05-06-2020 8.00,06-05-2020 23.37,Kolkata,391,HOMICIDE,15,F,Blunt Object,Other Crime,1,No,
3034,06-05-2020 12.00,05-06-2020 9.00,06-05-2020 19.54,Bangalore,443,CYBERCRIME,66,M,Knife,Other Crime,19,No,
3035,07-05-2020 3.00,05-06-2020 10.00,06-05-2020 19.32,Lucknow,289,FRAUD,22,F,Explosives,Other Crime,6,Yes,05-06-2020 3.00
3036,06-05-2020 12.00,05-06-2020 11.00,06-05-2020 15.11,Delhi,273,SEXUAL ASSAULT,61,M,Poison,Violent Crime,14,No,
3037,07-05-2020 15.00,05-06-2020 12.00,07-05-2020 11.41,Hyderabad,399,IDENTITY THEFT,28,M,None,Violent Crime,5,Yes,01-08-2020 15.00
3038,06-05-2020 20.00,05-06-2020 13.00,06-05-2020 19.57,Ahmedabad,428,CYBERCRIME,66,M,Blunt Object,Other Crime,14,Yes,17-05-2020 20.00
3039,09-05-2020 5.00,05-06-2020 14.00,06-05-2020 14.03,Delhi,505,ROBBERY,55,F,Poison,Violent Crime,17,No,
3040,07-05-2020 22.00,05-06-2020 15.00,07-05-2020 6.55,Delhi,227,IDENTITY THEFT,72,F,Poison,Violent Crime,6,Yes,13-06-2020 22.00
3041,09-05-2020 8.00,05-06-2020 16.00,06-05-2020 17.44,Agra,481,SHOPLIFTING,51,F,Knife,Other Crime,16,Yes,21-07-2020 8.00
3042,07-05-2020 19.00,05-06-2020 17.00,07-05-2020 10.24,Indore,316,VANDALISM,23,F,Poison,Other Crime,2,No,
3043,07-05-2020 9.00,05-06-2020 18.00,07-05-2020 5.09,Patna,499,FRAUD,60,F,Explosives,Other Crime,3,Yes,06-06-2020 9.00
3044,07-05-2020 8.00,05-06-2020 19.00,07-05-2020 3.29,Bangalore,477,VANDALISM,54,M,Blunt Object,Other Crime,13,No,
3045,07-05-2020 21.00,05-06-2020 20.00,07-05-2020 10.54,Pune,556,HOMICIDE,51,F,Other,Other Crime,14,No,
3046,07-05-2020 18.00,05-06-2020 21.00,07-05-2020 7.28,Thane,462,ASSAULT,35,F,Explosives,Violent Crime,16,Yes,23-05-2020 18.00
3047,07-05-2020 21.00,05-06-2020 22.00,07-05-2020 16.50,Mumbai,374,DRUG OFFENSE,51,F,Poison,Other Crime,1,No,
3048,09-05-2020 12.00,05-06-2020 23.00,07-05-2020 13.37,Hyderabad,439,SHOPLIFTING,49,M,Explosives,Other Crime,2,No,
3049,08-05-2020 9.00,05-07-2020 0.00,07-05-2020 4.52,Visakhapatnam,383,SEXUAL ASSAULT,54,M,Explosives,Violent Crime,2,Yes,26-03-2022 9.00
3050,08-05-2020 18.00,05-07-2020 1.00,07-05-2020 4.38,Indore,482,COUNTERFEITING,15,F,Knife,Other Crime,10,No,
3051,08-05-2020 18.00,05-07-2020 2.00,07-05-2020 17.06,Mumbai,481,SHOPLIFTING,10,F,Knife,Other Crime,6,No,
3052,09-05-2020 20.00,05-07-2020 3.00,07-05-2020 18.45,Delhi,342,FRAUD,62,F,Explosives,Other Crime,16,Yes,13-07-2020 20.00
3053,09-05-2020 17.00,05-07-2020 4.00,07-05-2020 23.29,Bangalore,233,HOMICIDE,12,F,Other,Other Crime,7,No,
3054,09-05-2020 17.00,05-07-2020 5.00,08-05-2020 4.10,Chennai,343,PUBLIC INTOXICATION,68,M,Knife,Other Crime,10,No,
3055,07-05-2020 10.00,05-07-2020 6.00,08-05-2020 3.57,Mumbai,224,HOMICIDE,61,M,Blunt Object,Other Crime,1,No,
3056,09-05-2020 12.00,05-07-2020 7.00,07-05-2020 21.56,Srinagar,461,VANDALISM,74,F,Knife,Other Crime,9,No,
3057,07-05-2020 13.00,05-07-2020 8.00,07-05-2020 14.04,Delhi,336,BURGLARY,77,F,Other,Other Crime,13,Yes,05-08-2020 13.00
3058,09-05-2020 10.00,05-07-2020 9.00,07-05-2020 12.38,Ludhiana,240,IDENTITY THEFT,77,F,Other,Violent Crime,3,No,
3059,07-05-2020 11.00,05-07-2020 10.00,08-05-2020 8.38,Patna,457,ROBBERY,15,F,Other,Violent Crime,4,No,
3060,09-05-2020 19.00,05-07-2020 11.00,07-05-2020 20.25,Delhi,227,SEXUAL ASSAULT,36,F,Blunt Object,Violent Crime,10,Yes,15-12-2020 19.00
3061,08-05-2020 2.00,05-07-2020 12.00,08-05-2020 4.15,Patna,472,PUBLIC INTOXICATION,54,F,Blunt Object,Other Crime,16,No,
3062,08-05-2020 5.00,05-07-2020 13.00,08-05-2020 6.40,Surat,125,FIREARM OFFENSE,72,F,Firearm,Fire Accident,6,Yes,16-05-2020 5.00
3063,08-05-2020 22.00,05-07-2020 14.00,08-05-2020 9.23,Bhopal,297,ROBBERY,46,F,Blunt Object,Violent Crime,5,Yes,22-06-2020 22.00
3064,09-05-2020 2.00,05-07-2020 15.00,08-05-2020 5.12,Kolkata,229,VANDALISM,48,F,Explosives,Other Crime,9,Yes,05-07-2020 2.00
3065,08-05-2020 23.00,05-07-2020 16.00,07-05-2020 22.55,Delhi,270,ASSAULT,40,M,Other,Violent Crime,19,No,
3066,09-05-2020 9.00,05-07-2020 17.00,08-05-2020 13.31,Kolkata,367,VANDALISM,57,F,None,Other Crime,10,Yes,23-07-2020 9.00
3067,09-05-2020 3.00,05-07-2020 18.00,08-05-2020 3.18,Chennai,441,IDENTITY THEFT,35,F,None,Violent Crime,12,No,
3068,07-05-2020 22.00,05-07-2020 19.00,08-05-2020 17.15,Delhi,365,VANDALISM,42,F,Firearm,Other Crime,10,Yes,24-05-2020 22.00
3069,08-05-2020 14.00,05-07-2020 20.00,07-05-2020 21.33,Kolkata,305,DOMESTIC VIOLENCE,41,F,Firearm,Violent Crime,9,No,
3070,09-05-2020 23.00,05-07-2020 21.00,07-05-2020 22.42,Bangalore,433,FRAUD,39,M,Firearm,Other Crime,14,Yes,29-05-2020 23.00
3071,09-05-2020 21.00,05-07-2020 22.00,08-05-2020 6.35,Pune,242,COUNTERFEITING,10,F,Other,Other Crime,10,Yes,02-06-2020 21.00
3072,10-05-2020 10.00,05-07-2020 23.00,08-05-2020 10.48,Delhi,345,PUBLIC INTOXICATION,13,F,Explosives,Other Crime,17,No,
3073,10-05-2020 11.00,05-08-2020 0.00,08-05-2020 21.30,Ludhiana,371,CYBERCRIME,68,F,Poison,Other Crime,4,Yes,21-06-2020 11.00
3074,09-05-2020 5.00,05-08-2020 1.00,08-05-2020 1.07,Mumbai,395,ASSAULT,70,F,Knife,Violent Crime,19,Yes,24-06-2020 5.00
3075,10-05-2020 17.00,05-08-2020 2.00,08-05-2020 14.02,Kolkata,306,FIREARM OFFENSE,67,F,Firearm,Fire Accident,17,No,
3076,09-05-2020 3.00,05-08-2020 3.00,08-05-2020 16.53,Patna,404,VANDALISM,12,M,Blunt Object,Other Crime,7,Yes,02-08-2020 3.00
3077,08-05-2020 13.00,05-08-2020 4.00,08-05-2020 21.54,Kalyan,277,ARSON,49,F,Firearm,Fire Accident,2,No,
3078,10-05-2020 4.00,05-08-2020 5.00,09-05-2020 1.04,Pune,405,FRAUD,77,F,Firearm,Other Crime,12,No,
3079,09-05-2020 1.00,05-08-2020 6.00,09-05-2020 2.35,Kolkata,301,HOMICIDE,57,F,Other,Other Crime,5,No,
3080,09-05-2020 0.00,05-08-2020 7.00,08-05-2020 21.38,Delhi,190,DOMESTIC VIOLENCE,71,M,Other,Violent Crime,4,No,
3081,09-05-2020 1.00,05-08-2020 8.00,08-05-2020 9.20,Kalyan,197,SEXUAL ASSAULT,56,F,Firearm,Violent Crime,19,No,
3082,10-05-2020 19.00,05-08-2020 9.00,09-05-2020 7.46,Thane,240,DOMESTIC VIOLENCE,69,F,Other,Violent Crime,7,No,
3083,10-05-2020 10.00,05-08-2020 10.00,08-05-2020 14.47,Visakhapatnam,432,VEHICLE - STOLEN,66,F,Knife,Violent Crime,15,Yes,02-07-2020 10.00
3084,10-05-2020 19.00,05-08-2020 11.00,08-05-2020 19.51,Jaipur,130,HOMICIDE,56,F,Blunt Object,Other Crime,9,No,
3085,11-05-2020 4.00,05-08-2020 12.00,08-05-2020 13.19,Vasai,227,EXTORTION,34,F,Explosives,Other Crime,13,Yes,08-08-2020 4.00
3086,11-05-2020 4.00,05-08-2020 13.00,09-05-2020 2.36,Surat,123,VANDALISM,53,M,Firearm,Other Crime,10,Yes,18-05-2020 4.00
3087,10-05-2020 22.00,05-08-2020 14.00,09-05-2020 13.50,Srinagar,293,ROBBERY,68,M,Knife,Violent Crime,19,No,
3088,09-05-2020 5.00,05-08-2020 15.00,09-05-2020 12.29,Hyderabad,181,HOMICIDE,71,M,Poison,Other Crime,15,No,
3089,10-05-2020 18.00,05-08-2020 16.00,09-05-2020 1.47,Delhi,364,SHOPLIFTING,61,F,None,Other Crime,14,No,
3090,11-05-2020 0.00,05-08-2020 17.00,08-05-2020 20.23,Delhi,338,SHOPLIFTING,57,M,Poison,Other Crime,12,No,
3091,10-05-2020 10.00,05-08-2020 18.00,08-05-2020 18.17,Delhi,318,EXTORTION,69,M,Knife,Other Crime,3,Yes,25-05-2020 10.00
3092,10-05-2020 22.00,05-08-2020 19.00,09-05-2020 0.10,Surat,305,PUBLIC INTOXICATION,51,M,Explosives,Other Crime,4,No,
3093,08-05-2020 23.00,05-08-2020 20.00,09-05-2020 1.33,Pune,545,DOMESTIC VIOLENCE,23,F,Poison,Violent Crime,14,Yes,09-06-2020 23.00
3094,09-05-2020 3.00,05-08-2020 21.00,09-05-2020 9.07,Bhopal,585,ILLEGAL POSSESSION,74,F,Poison,Other Crime,15,Yes,06-06-2020 3.00
3095,09-05-2020 21.00,05-08-2020 22.00,09-05-2020 6.10,Bangalore,513,VANDALISM,20,F,Firearm,Other Crime,10,No,
3096,09-05-2020 0.00,05-08-2020 23.00,09-05-2020 21.45,Kolkata,195,TRAFFIC VIOLATION,22,F,Other,Traffic Fatality,12,Yes,20-05-2020 0.00
3097,09-05-2020 23.00,05-09-2020 0.00,09-05-2020 0.33,Jaipur,476,EXTORTION,62,F,Blunt Object,Other Crime,2,No,
3098,11-05-2020 5.00,05-09-2020 1.00,09-05-2020 12.48,Delhi,571,TRAFFIC VIOLATION,74,F,Knife,Traffic Fatality,19,Yes,26-05-2020 5.00
3099,10-05-2020 18.00,05-09-2020 2.00,09-05-2020 20.46,Mumbai,407,KIDNAPPING,28,F,Firearm,Other Crime,19,No,
3100,09-05-2020 5.00,05-09-2020 3.00,09-05-2020 19.59,Hyderabad,309,CYBERCRIME,79,F,Explosives,Other Crime,5,No,
3101,11-05-2020 0.00,05-09-2020 4.00,10-05-2020 0.02,Vasai,507,ASSAULT,21,M,Blunt Object,Violent Crime,8,No,
3102,10-05-2020 2.00,05-09-2020 5.00,09-05-2020 18.19,Chennai,583,SEXUAL ASSAULT,47,F,Firearm,Violent Crime,15,No,
3103,11-05-2020 23.00,05-09-2020 6.00,09-05-2020 13.12,Hyderabad,313,BURGLARY,21,M,Other,Other Crime,13,No,
3104,11-05-2020 4.00,05-09-2020 7.00,09-05-2020 14.33,Kolkata,201,VANDALISM,51,F,Other,Other Crime,17,No,
3105,11-05-2020 0.00,05-09-2020 8.00,10-05-2020 1.13,Lucknow,416,CYBERCRIME,22,M,Poison,Other Crime,18,No,
3106,11-05-2020 7.00,05-09-2020 9.00,09-05-2020 23.46,Agra,343,ILLEGAL POSSESSION,38,F,None,Other Crime,2,Yes,22-06-2020 7.00
3107,10-05-2020 14.00,05-09-2020 10.00,09-05-2020 22.26,Bangalore,245,IDENTITY THEFT,16,F,Blunt Object,Violent Crime,1,No,
3108,09-05-2020 13.00,05-09-2020 11.00,09-05-2020 23.33,Nagpur,506,ASSAULT,58,M,None,Violent Crime,1,Yes,18-05-2020 13.00
3109,11-05-2020 2.00,05-09-2020 12.00,10-05-2020 10.29,Kolkata,291,BURGLARY,45,F,Explosives,Other Crime,2,Yes,06-10-2020 2.00
3110,11-05-2020 12.00,05-09-2020 13.00,10-05-2020 3.08,Varanasi,167,ARSON,39,F,Knife,Fire Accident,6,No,
3111,12-05-2020 8.00,05-09-2020 14.00,09-05-2020 17.18,Jaipur,428,ASSAULT,59,M,Other,Violent Crime,18,Yes,29-05-2020 8.00
3112,09-05-2020 22.00,05-09-2020 15.00,10-05-2020 3.05,Lucknow,350,HOMICIDE,36,M,Poison,Other Crime,12,No,
